	filename	st_time	label	type
86179	Pg1kWopoOwo	0	191	train
4114	02t6zmS4RAk	102	191	train
70831	KPb8yzUAicE	110	191	train
186122	yb8NFjQZLF0	49	191	train
149586	kjHgqF8yWcY	94	191	train
56390	Ff0EH5s9P-0	223	191	train
159096	o-d17fIodoM	0	191	train
184349	xxhXq5-DQKk	217	191	train
151926	lXzLfO2T0A8	223	191	train
50648	DphZgR6AX5A	18	191	train
163984	plu_FtxhnLw	103	191	train
47471	CsKqDunmwmo	665	191	train
142528	iDfA5ED4jlc	0	191	train
162257	p7h0bbn1STI	13	191	train
147415	jz7RFFMdAak	105	191	train
170314	s5N4yIzUlF4	242	191	train
64856	IRG-XTb9bsk	149	191	train
32751	8IxirR7Zvac	0	191	train
41638	B5BWC7-r6w4	123	191	train
174358	ttCnXR4_eeY	37	191	train
96319	TCxhdBYCcSo	127	191	train
95702	SzpTp88wYEM	17	191	train
153635	m5N3AwzYOb0	21	191	train
137907	geCft2kOHWU	488	191	train
166771	ql1c-E3IfZo	133	191	train
151238	lIg8HWLdQTs	174	191	train
180383	wa9741mBlD8	191	191	train
138151	gjSAI-3SFFo	20	191	train
174947	u69B4sRIEOI	11	191	train
1347	-LGKIp1i3jE	3	191	train
109355	XpArYfnkyV4	9	191	train
180984	wnA8SgpeiJw	99	191	train
153563	m467BFWHmmI	78	191	train
134048	fLAhRIugxGQ	13	191	train
179399	wEZZXtcPilw	32	191	train
151876	lWj16EFByCM	6	191	train
72479	Kwha8UYndzI	90	191	train
48039	D3ae-Jd4eww	207	191	train
77910	Mmic5xqaDeg	33	191	train
172996	tMZAi5Bxx3g	206	191	train
137774	gbRlA2KeUzE	87	191	train
108477	XXDAxsy47Yg	42	191	train
135638	ftVneIbwVL0	295	191	train
142333	i9ayzFkmicU	23	191	train
39107	AKFz-1C8VP0	266	191	train
151543	lP9uMqIhBDc	1	191	train
14493	2upMYciVz-c	3	191	train
161952	p0vQkDE8IaU	49	191	train
111807	Ye54VP6No84	175	191	train
179410	wEkGrjuo7SU	6	191	train
86180	Pg1kWopoOwo	53	191	train
40444	AiFRuCZIh28	190	191	train
141350	hpgw85qMlb0	230	191	train
577	-8SXUjNKm-4	174	191	train
142529	iDfA5ED4jlc	1	191	train
183171	xZcYzNEkG9c	37	191	train
70310	KDpzdEjBmjc	153	191	train
141575	htzpfVGdQ9o	63	191	train
137988	gft_TyJhxFk	18	191	train
105243	WS36OeMTzKw	28	191	train
58661	GRzwjOTYCYE	66	191	train
97727	TieN7tF-3qE	482	191	train
32406	8C-k6wYqT8s	11	191	train
91395	RTVmWmh82Z4	27	191	train
90435	R9QL8Wz3nnU	49	191	train
153330	m-IDF3zxsZQ	26	191	train
381	-4p1fU6syyU	72	191	train
82767	OTu_vWZV4QA	19	191	train
15106	33ileQy31bc	992	191	train
173671	tcVyXPrbFHQ	85	191	train
123458	bcwHfxWsDpI	55	191	train
138992	h06oLVKDvqY	118	191	train
68032	JUFxN1LnDHE	267	191	train
119887	aRQZl6LLdfs	101	191	train
119753	aOI5Zb2dchU	49	191	train
169245	rfTGeLwaLpQ	121	191	train
123542	behtgkZntMg	30	191	train
38090	A1v2c8vLXAw	7	191	train
111760	Yd3fMQQ24ow	160	191	train
165294	qDtEGvjCaPo	122	191	train
88929	QcWPp_4oNyA	25	191	train
3608	-wAAeKoi594	8	191	train
32963	8N0GxZtk9wE	51	191	train
20712	4f-OxHchGHU	50	191	train
95830	T1fSY1nAzV8	33	191	train
166639	qhzYHPztXlg	53	191	train
154854	mX70FTFj6Io	0	191	train
107760	XHGHQjNPLaA	130	191	train
28781	73qiVTytRDw	188	191	train
151727	lTAgxxr-580	122	191	train
54557	F26Iwee6eZQ	59	192	train
160146	oOVCUgakgC0	21	192	train
186326	yfO0K-k5NR8	975	192	train
111892	YfkpmlPzTog	101	192	train
61945	HX6s6OArhiE	147	192	train
59639	GkvQoG3wDPQ	479	192	train
186411	yh7caZTAIdE	402	192	train
137541	gXGMnVL7rWE	426	192	train
150309	kyydSOL8YDs	124	192	train
71544	Kc9ZwuuvkTk	130	192	train
134611	fXRnWasJLBA	123	192	train
180800	wjAOMi0VNIc	146	192	train
40720	AnMu19lTyFM	27	192	train
42477	BLIDJ1wPQtk	246	192	train
73822	LOS0kA_O6IQ	67	192	train
60648	H5fjxheXDgg	74	192	train
79327	NGh4Q7f_iOY	194	192	train
174045	tluHydiqDHQ	33	192	train
142251	i7huxMOd_II	133	192	train
101938	VDzkPfnI1g4	93	192	train
92729	RwDVYAGTQaQ	224	192	train
143088	iR2FJefdWz8	189	192	train
15582	3Bh0Uk26BMQ	36	192	train
102546	VT2J1Ot9N5c	138	192	train
11664	26h2a_svGmw	184	192	train
139942	hMVAPatiOHI	367	192	train
105811	Wd4P1bWB6l8	149	192	train
99624	UP9lJqGEKrw	77	192	train
57493	G1ibv_z4ZYU	134	192	train
104646	WDjoL6KI0S8	42	192	train
121246	asPyOrGkpDQ	79	192	train
146020	jUWsvuvZgh4	87	192	train
86873	Pto_UDYoQPo	123	192	train
11938	2C45tj1yMXs	129	192	train
22687	5FUkg07D5I0	20	192	train
175331	uFh0UXH5uM4	548	192	train
27548	6h2d3u7b6YA	128	192	train
165403	qGcmISu96FA	3	192	train
131557	eUxDHXkZwwA	6	192	train
176717	uuo8lbIgRsw	346	192	train
145478	jHJx2XB65l8	200	192	train
142977	iO2ode1gBTg	194	192	train
102051	VGdqj0yT8lc	161	192	train
154612	mRZXI5xUioU	87	192	train
64535	ILofaPGsD6w	80	192	train
59640	GkvQoG3wDPQ	669	192	train
60214	Gwn1UweLHrc	43	192	train
175330	uFh0UXH5uM4	432	192	train
140800	hd7CBO_lVeE	31	192	train
94666	SdCzaAUA6Xs	27	192	train
105574	WZ8Oe83Mk7g	132	192	train
126363	ce3_ETzpnlk	29	192	train
7640	1-saL6OykiM	249	192	train
102717	VX03r1DfOKs	108	192	train
176718	uuo8lbIgRsw	362	192	train
38065	A1_klR_er2I	94	192	train
57484	G1czfBkxbBk	73	192	train
172712	tEhudBnt37s	98	192	train
9753	1_r5bAkk3-8	7	192	train
104223	W3tKFLafu3s	248	192	train
13785	2g753Sv9sUM	137	192	train
83958	Oty-IO-VNsI	161	192	train
52434	EN_xBgrR7Ps	23	192	train
589	-8jIrsdD8CM	2	192	train
99249	UH6yC7GjqZk	85	192	train
64683	INx7J0qFhkk	83	192	train
42706	BQEV_8eNU0Q	126	192	train
70869	KQURtVRW1JY	65	192	train
125398	cKDulGswypk	91	192	train
151335	lKQhtEFI6no	141	192	train
49732	D_UlKZGlvG8	157	192	train
67833	JPc2y-m00s0	212	192	train
60128	Gv51ShrNHqg	46	192	train
105143	WQ0H-SC0Na4	75	192	train
97169	TWyOh-hv1Rs	191	192	train
86874	Pto_UDYoQPo	296	192	train
31320	7qhgiLpQZ7s	190	192	train
112523	YuenTVnikAY	9	192	train
54431	F-pq7uk7wO4	88	192	train
60597	H4GNDojrDCA	31	192	train
67771	JOmerdqGeMo	103	192	train
175865	uULqbW3BaLc	0	192	train
14919	30o_2B_Ay9U	62	192	train
64534	ILofaPGsD6w	41	192	train
92730	RwDVYAGTQaQ	444	192	train
185159	yFl939fr-zs	148	192	train
33117	8QCtOAa1fb0	275	192	train
115323	Zs2Hdb-Zrnk	55	192	train
122659	bLZDXo1Dme4	394	192	train
100778	Un9Jbb4V5J4	109	192	train
125397	cKDulGswypk	80	192	train
7641	1-saL6OykiM	314	192	train
151812	lVPLIuBy9CY	544	192	train
29531	7HCtg8hB1yY	133	192	train
67691	JN6MEpwHiX8	20	192	train
146066	jVPpIZBlgMA	167	192	train
49036	DNSwr0CTC-o	99	192	train
62762	HmB56gwhBv4	73	192	train
152393	lhN73-UwSuk	639	192	train
29029	78-arh5x2_Q	27	192	train
177022	v3nDY5hfZuI	119	192	train
94106	SRgNvQX10W4	10	192	train
96910	TQboWoMIC9Q	6	192	train
76234	MCTut1RM9ws	165	192	train
141525	hss6tuc0cnw	156	192	train
174799	u2Adz6cdDzs	120	192	train
162919	pNAt3lHAKwc	36	192	train
15583	3Bh0Uk26BMQ	72	192	train
12889	2T7_CuCRPSw	304	192	train
59902	Gq0OwkvJPYQ	110	192	train
136228	g4xXiKq8S0A	7	192	train
109739	XxuWJiKcbFo	45	192	train
33391	8VVbcFQMePo	51	192	train
105810	Wd4P1bWB6l8	126	192	train
61946	HX6s6OArhiE	161	192	train
145692	jMQ2swcFxOk	227	192	train
97170	TWyOh-hv1Rs	248	192	train
150328	kzJt1j4o5hM	71	192	train
64415	IJXMLAcshzY	34	192	train
162438	pBmqrn_mysg	47	192	train
31980	84XtQxGFxTA	99	192	train
54556	F26Iwee6eZQ	30	192	train
175866	uULqbW3BaLc	39	192	train
187920	zE6Gq6r5qzU	264	193	train
122007	b8dLTKkIj3w	141	193	train
169799	rstwR2rnaEQ	484	193	train
101838	VAsqePg3Km8	13	193	train
46826	Cg70pKaWmac	50	193	train
148556	kNXt1xhbSw0	60	193	train
41473	B1ixRtiUJ-U	147	193	train
152357	lgEC_zBFJnI	30	193	train
185352	yKYUUutTKmA	723	193	train
119513	aIjsfoA2V7s	56	193	train
80167	N_1L_cBQz3w	10	193	train
86870	Ptk_1Dc2iPY	181	193	train
109304	Xo3qLosv1tE	469	193	train
7424	0weo4vLAvAg	0	193	train
171474	sbpbPOfNIWk	140	193	train
138288	gmA7jC4XZAY	311	193	train
43755	BjpS6Ayx_NY	281	193	train
115629	Zye88vrXnfQ	280	193	train
56018	FYNHn_6w3bw	2	193	train
119154	aC98Pl6LzaU	124	193	train
187599	z7WAzXEPGHY	26	193	train
27941	6p74Yk_DSck	48	193	train
189708	zt5DQurlRns	260	193	train
177211	v90f3k55HEw	273	193	train
37724	9vWz8hDjWw8	195	193	train
108466	XWkpC7jmADI	205	193	train
116071	_7QvFS6wJrY	30	193	train
78215	Mtkr-Ke1hFs	23	193	train
173788	tfO45j_IY64	30	193	train
21596	4wk2VxrJwyE	124	193	train
2436	-c-39Bten_E	791	193	train
24898	5ulPEGBtGH0	97	193	train
167554	r2lHK329Evc	50	193	train
78353	MwyzEfk2xbA	54	193	train
24577	5oNr8S4lfU8	432	193	train
105127	WPdlGl38s0s	86	193	train
158408	nlD8xFjeCf0	29	193	train
64710	IOEI-To4wD8	10	193	train
122328	bFsSH7miIgc	40	193	train
7148	0rxE0BgefyU	330	193	train
163281	pW1E2dozWLk	510	193	train
164095	poOuyQNjOVw	25	193	train
51773	EAUCSTAfa8U	68	193	train
158245	nhp2HwPoZRw	550	193	train
152217	ldY1wR3G8L0	344	193	train
58212	GHykWiqzLhg	18	193	train
38859	AFst-_QR8V4	103	193	train
123489	bdXAnmCgPfc	38	193	train
168734	rTNSzUXd3wk	180	193	train
87021	PweJDU2-dAc	30	193	train
148910	kV-SXsk87gc	312	193	train
149790	ko3K7gcuXhY	86	193	train
25121	5zObdoHEpb8	450	193	train
181097	wq7S4yIExyc	210	193	train
172901	tKNGuwocmQA	18	193	train
80343	Ndc5JN-N7b8	30	193	train
120376	aa0Zd7yWzYc	140	193	train
74168	LVyHk0lktDY	128	193	train
86522	PmQOS3KXCxA	30	193	train
24895	5uf3VdLc_94	0	193	train
31736	7zndvWCBmLg	110	193	train
60987	HBxEF-nQK04	293	193	train
15384	37hpNz31LLg	685	193	train
86142	PfIP2PqV19Q	62	193	train
158042	ncckLa4ubZo	204	193	train
130775	eD7ZEu07W-U	30	193	train
28662	71si6f8zxQo	184	193	train
18419	4-L1bo7qtsI	20	193	train
6629	0i3dYMbEUxY	10	193	train
149791	ko3K7gcuXhY	134	193	train
173787	tfO45j_IY64	20	193	train
135369	fnWQZ3e7T2s	100	193	train
345	-4CtdVLzUHM	20	193	train
58211	GHykWiqzLhg	0	193	train
37250	9l9HdKnerHI	381	193	train
29688	7Km6G3YL-no	90	193	train
111511	YYtjbTH5K2c	20	193	train
180207	wXcCjiZZmLk	30	193	train
27942	6p74Yk_DSck	257	193	train
58851	GVio8nGP1og	70	193	train
140046	hOYNS-2gr_w	25	193	train
169394	rie7C5444pM	57	193	train
176771	uwVL4j_J6o8	80	193	train
46473	C_j9wk4iU2o	100	193	train
148911	kV-SXsk87gc	420	193	train
170558	sBe_ukSgIvU	210	193	train
84999	PGZOCrWVcTs	201	193	train
32291	8A0bRiNsryo	50	193	train
185104	yEfhYsMd1yc	76	193	train
66313	IvGExduL07I	449	193	train
32602	8GD5qFlY7CE	270	193	train
105330	WTog3OcCRCw	25	193	train
4655	0BRrSOaUfxQ	377	193	train
114186	ZTFloiNAB1I	88	193	train
158576	noXJlyT5oaY	314	193	train
134096	fM5cxwzSSX4	96	193	train
59521	GiUJ9LgHxyw	0	193	train
36007	9MrcLDvHB-8	30	193	train
49207	DQTyOCKrW2o	370	193	train
84979	PGCvnU3lQH0	44	193	train
153689	m72wiw_p_k0	57	193	train
158085	ndij-Tx0I4g	130	193	train
22465	5BMuV7J901w	119	193	train
154895	mY-VTM9yfhU	289	193	train
26651	6Qz4TD9uagM	342	193	train
69623	K-AM2mO1nYU	15	193	train
128055	dGZxC4CDZPg	191	193	train
164096	poOuyQNjOVw	64	193	train
39378	AP1phOGtkwI	0	193	train
93360	S9x5kx0cKyw	36	193	train
141926	i0ZBvGJ6Jr0	120	193	train
114012	ZPKZM3EjYsM	110	193	train
182069	xAVOSNJNKIM	16	193	train
109122	XkSVsVr_9Lo	140	193	train
115342	ZsFTMolfoNo	20	193	train
112506	YuDCWlxeFRU	50	193	train
152780	lpUhv8ALtQQ	10	193	train
187600	z7WAzXEPGHY	97	193	train
30715	7dtiABo6QWE	73	193	train
158048	ncpnjEUD1cg	476	193	train
58850	GVio8nGP1og	38	193	train
69624	K-AM2mO1nYU	30	193	train
123676	bhh_vfHz2Lk	550	193	train
144709	j01oOYb4wRc	60	194	train
127998	dFFDS2MNjRg	30	194	train
154677	mTAmrFpd-zI	120	194	train
74918	LlGEXC69z3Q	30	194	train
110327	Y9Q8VTjz_Q8	30	194	train
9589	1YQgJ02fBf8	30	194	train
32155	87RVzwrW9rQ	30	194	train
146202	jZ1ufPJhhcA	280	194	train
159378	o6JouW6vnaA	230	194	train
134197	fOPeVeiO9DY	30	194	train
97362	TaB9kjWNNts	30	194	train
43698	Bigew_460Jw	50	194	train
172322	t2Tw3g-RfuM	130	194	train
162973	pOWAZGTeDd0	30	194	train
94071	SQtP27xFjRk	200	194	train
7234	0tQM6LcYiyw	30	194	train
179369	wE-X1iqRyc0	30	194	train
51423	E49ZHzshN28	30	194	train
113755	ZKK8jMEvmXk	30	194	train
37741	9vnne3Tdb5E	130	194	train
102694	VWATcjEUa5o	30	194	train
88934	QcXxDJyPc4U	200	194	train
167936	rC7q0omfjqI	30	194	train
26252	6I-X1ZA8h9w	30	194	train
176424	ul1AVE9wuFw	30	194	train
75982	M6tOcq3hDas	190	194	train
156349	n2AP3wN94LY	30	194	train
54214	EwTk0YM_o5U	30	194	train
63788	I6tErxpo138	450	194	train
7519	0yU3cvCEX9E	30	194	train
128975	d_NpDRdajno	50	194	train
103660	VsohSx-La4c	30	194	train
171760	slSdFf7bknM	30	194	train
136934	gKZz-zF1aEA	30	194	train
26909	6WdMSnWhppk	280	194	train
3220	-pKZwsoIZWU	180	194	train
133717	fEGavnthiVQ	190	194	train
108361	XUHQEOHsll0	30	194	train
109279	XnSht1NDoqs	30	194	train
180130	wVJ-S2zYxug	40	194	train
104118	W1c6epVjvq4	60	194	train
73896	LQ-G_4rcA48	10	194	train
132592	eqBgG_9EpY4	30	194	train
186631	ymC3tC6lnTI	30	194	train
76640	MLFBpDH5dMM	10	194	train
120335	a_A3Ig-3ZR8	30	194	train
177234	v9mKGoAiykM	290	194	train
24560	5o4sNgBcZfM	30	194	train
144421	iu23lGWo1Fo	30	194	train
95837	T1lq55qn4Hs	30	194	train
61784	HTyKo9q2qHo	30	194	train
50453	DlnuhqcpKks	50	194	train
115539	ZwUZD48Yr5s	30	194	train
112322	YqAreIyRbsY	120	194	train
123440	bcf_1khoGK0	10	194	train
38670	ACB_PCxEDRM	30	194	train
50993	DwA9YiNoMxg	30	194	train
21084	4m2g9OB0SFU	50	194	train
137830	gcSBS250pfA	190	194	train
137017	gMObLs7qWb0	150	194	train
174585	tyVseg9uqTU	260	194	train
96840	TOXYaxcZ-BE	560	194	train
84684	P9vOGIKY5RY	30	194	train
1592	-PKwMUgKYGw	130	194	train
130685	eB_sJlF7b1g	380	194	train
127342	d0VuYsNahD4	20	194	train
33732	8bR_pTOOlGM	160	194	train
98840	U7lOo0KPX1g	40	194	train
94841	Sgg94cbj5jE	30	194	train
119403	aGkHgiMbVdY	30	194	train
94352	SXHYr-7nPaw	30	194	train
50689	DqNTivaaS1M	120	194	train
24926	5vRVSGbJYiQ	110	194	train
107325	X86-sWc3HaI	350	194	train
149981	ks9R6XyC2nw	300	194	train
149631	kkKRUsJa8Lw	400	194	train
47121	ClSZTXI8bfo	80	194	train
55369	FKnubh4xKU0	460	194	train
35465	9Bb6MTX0VMk	20	194	train
51672	E8aEjz5Enb8	30	194	train
14464	2uGhMcvJOLA	30	194	train
168230	rIA2Gttdt80	70	194	train
71985	Klfs5IQT7Uw	110	194	train
51461	E4zjC0qHzzE	40	194	train
166597	qhGUb8CHKK0	30	194	train
180664	wgY154YnxQM	30	194	train
126719	clq64QNfU5k	30	194	train
635	-9WhMNFBJpY	30	194	train
160416	oUBA_dA4NCg	230	194	train
150687	l5gzfnuEEsA	210	194	train
160702	oaBapy8I5xc	180	194	train
134252	fPkpRXRXKiY	160	194	train
87557	Q8B0zW15-T8	180	194	train
140872	henkGn8ybWg	180	194	train
155656	mngkOGEgHJk	40	194	train
88985	QdnNXe-i30I	20	194	train
32004	84vGE36YIzw	140	194	train
63154	Hv-f9i5cFUk	30	194	train
178792	vzxjNXqJhFk	120	194	train
142430	iBNZIpovuBQ	30	194	train
490	-6t2iefJug8	10	194	train
89615	Qrpfc4L1jJQ	170	194	train
16960	3ZrffaXJgZ8	80	194	train
179923	wQFBOxgwYTs	150	194	train
44383	BwY0UV_f07U	30	194	train
66092	IqKi5MFiMoY	30	194	train
115686	_-5nJSYJDmE	50	194	train
48230	D7gqIjIIA7I	30	194	train
79906	NU03wqRcZx0	10	194	train
55326	FJjeSoPQjeU	30	194	train
52701	ES_52GyiJRw	100	194	train
44553	C-XwYdC5Y60	30	194	train
149834	kpCknMbrO6U	220	194	train
53909	EqWyIpHsP-U	210	194	train
35966	9LjmGsZv6NY	90	194	train
2961	-kgUDrfLbKw	10	194	train
102296	VMS_gOrUXXo	30	194	train
19536	4K4i7Uef0WE	30	194	train
31020	7k7Z_KkoNXI	30	194	train
116310	_ChfBFT7Hcc	50	194	train
106428	WpSPk5-bB7U	30	194	train
61462	HN7u55_WqBk	30	194	train
42327	BHu13EUEdyc	50	194	train
134027	fKfIRGfWKHE	0	195	train
6770	0klKRm8jBX8	30	195	train
15880	3GJx0qShedg	30	195	train
97901	Tm97maD8fuQ	220	195	train
162516	pDi1c4Xd2os	40	195	train
171280	sXafN0_XIpI	150	195	train
89014	Qenllu1JHf8	30	195	train
23588	5X_B2L1-4Bc	30	195	train
24140	5gbaQooKGaA	30	195	train
25141	5zn9t7MyBQI	30	195	train
45018	C7qdjkaG-ac	30	195	train
163762	pgkwRMvN5QM	10	195	train
15793	3EunTSmG49M	30	195	train
10140	1gcKZuQga8k	30	195	train
100893	UpiQE2yBsfQ	130	195	train
41698	B6W4RGyv7a8	10	195	train
146274	j_nzD0zODK0	450	195	train
2927	-kDLFpUJDZo	30	195	train
23886	5c2NGBC6XVo	30	195	train
24493	5mui5-JWmt8	30	195	train
7369	0vnT2cMt4xE	30	195	train
123141	bW_7KIUzIAU	390	195	train
163049	pQE-tabGUL4	100	195	train
2827	-ibkyQ9Y0N0	30	195	train
11106	1yT_eLIUV6A	30	195	train
182562	xLqu2oSA_kI	30	195	train
174610	tz49rLiSka4	90	195	train
3502	-uSBKnT3TUQ	30	195	train
12369	2JwADfmLw18	30	195	train
17449	3hks8g43WSU	30	195	train
25137	5zji3G79mmM	30	195	train
157459	nQvSjoltRv0	120	195	train
9806	1alrI6q7EqY	30	195	train
6682	0izT2gPbsok	30	195	train
7906	14UH25bCKig	30	195	train
6010	0ZJaYByWnYw	30	195	train
183570	xg4Zk62iyuw	40	195	train
105151	WQ8G4oqPaRU	510	195	train
14067	2m5uT0xAnYM	30	195	train
81276	Nzbov4gkS_8	0	195	train
11829	29hRGpvLIRY	30	195	train
36342	9U8_Yxm_pKY	90	195	train
154631	mS6ZXMr8_zg	0	195	train
14691	2y8C4zMf8wU	260	195	train
114849	Zh2UOAgOBC8	30	195	train
124170	btO3Bwcee0Q	30	195	train
87981	QIAAkVyllLs	180	195	train
14292	2qwE7Pj6600	30	195	train
20122	4VEZFirt_OQ	30	195	train
173792	tfWcHRbwF4M	370	195	train
133849	fH9N48SYlzk	10	195	train
83774	OpvXXL0rUGA	60	195	train
165051	q8aniR7t1js	200	195	train
1069	-Gt_QuXr_NQ	30	195	train
32031	85Dd9rdOaMg	410	195	train
92752	Rwf4lSOiBfs	130	195	train
95178	SoIEpbrM7Lo	500	195	train
1612	-PlQ-d2PplI	30	195	train
15495	39mjqxYCeEk	30	195	train
156375	n2nGgpOrWvI	40	195	train
68913	Jlawv6d3gkY	50	195	train
143545	i_yrseEyOWw	0	195	train
27415	6eKEmtrUg4U	100	195	train
17826	3pWTLDHzXQ4	30	195	train
73655	LKp_PzNEAo0	120	195	train
110837	YKPTNVgJ7fM	180	195	train
185061	yDmW-nC02pg	30	195	train
25371	62xphrTvk1o	30	195	train
20765	4g3lXNjz0N0	40	195	train
4566	09qDi4Auiyo	30	195	train
102350	VNj1PR4n-AA	40	195	train
18693	44qg47VlsNE	30	195	train
22041	547mLx3eNrQ	220	195	train
65724	Ij0V9MHIQDs	40	195	train
724	-AgmiF7ct9c	30	195	train
10337	1jjUkPlHdhg	30	195	train
7000	0pU2FRZFXPw	0	195	train
17338	3fY0cwpU_Ac	30	195	train
94934	Siad3jpLi9U	180	195	train
144122	inwbva8svYA	30	195	train
177881	vWCaAVpLCnI	50	195	train
77593	MexEjXgygAU	30	195	train
14970	31hNTaaDMpo	30	195	train
7644	1-vOpX5j_UM	30	195	train
137709	g_rhxGo4Qs0	140	195	train
613	-98xVRFaWGs	30	195	train
48681	DG8pf_zPG7w	30	195	train
4871	0F433d6PzZs	30	195	train
92134	RiQGK9jAU6g	40	195	train
12236	2HVSGSocQxw	30	195	train
121442	awpcCvX6JAk	507	195	train
29491	7GGZ1EYm9Oo	30	195	train
179274	wBbAy0OhSy8	124	195	train
87168	Q-4ZHcbqJmw	210	195	train
124688	c47QgJHvwMk	90	195	train
24776	5s_dt7J0Mz8	30	195	train
12826	2S46r7iLicw	30	195	train
185442	yMd6Ywj1iE0	80	195	train
177765	vSYLwSJtk9k	30	195	train
125270	cHG8WE5miow	480	195	train
1381	-LiUMQU0Plw	30	195	train
18306	3yOi-GVoXWo	30	195	train
5656	0TqJun9TEbg	30	195	train
24800	5stiEa2KTRc	30	195	train
20286	4Y2vP6MdR1g	30	195	train
120014	aTp6RxFMrxU	0	195	train
174612	tzBz2ywr4EY	230	195	train
26607	6PfDbPiAKnM	330	195	train
8037	16IHA3HUlW0	30	195	train
9157	1QVCWI_CNXw	30	195	train
95261	SqAsuQMr_8o	70	195	train
20798	4giL85pSzzY	30	195	train
14652	2xSxQlxv_Jo	30	195	train
172596	tB-LFox9Odo	160	195	train
14786	3-33afL1eWU	30	195	train
16911	3ZAYWEDhg1g	30	195	train
21646	4xdikWSwpdU	30	195	train
13604	2crh5mUPqN0	310	195	train
22796	5HiBzJL0egA	30	195	train
18838	47O_u4JI9Xc	30	195	train
21158	4nVoeV3iLhQ	30	195	train
24094	5fs34MzDvdM	30	195	train
1180	-IbJX_oadgs	330	195	train
162273	p8BtvXog61E	40	196	train
79176	NDal4DNawkw	150	196	train
85314	PObXOPHfoLw	30	196	train
156460	n4o-weNk-Es	28	196	train
19495	4JQj34_DcHM	21	196	train
172175	szBByE0F_fI	50	196	train
61893	HWCwQ89r4iY	30	196	train
17678	3mbIbIuxRmo	101	196	train
153669	m6J4ggTnhSE	600	196	train
17878	3qFXQFnKt84	30	196	train
149800	koCEQFv-bew	529	196	train
172100	sw_KWYAvAJg	255	196	train
46157	CUTfPci11jI	30	196	train
41600	B4TuluVmv_M	30	196	train
5778	0WC-BFAMpDc	38	196	train
65974	IoBeOZTkpnE	7	196	train
78543	N09QFSbvIC4	150	196	train
96023	T69-7T9DomU	39	196	train
12800	2RkEX2ZYQkY	5	196	train
142891	iM5lD4lXR4s	77	196	train
156868	nDdMvBShP5M	0	196	train
12603	2NyoFFQ3whs	291	196	train
126005	cXDeuHK8fqI	179	196	train
108901	XfNDYf20v5c	69	196	train
163688	pf0kGJbw2xI	96	196	train
106005	WgjI22NPRnk	734	196	train
11213	2-NmqrKQBUk	90	196	train
99829	UTSHtwzmM8Q	20	196	train
141009	hi3uJOOJYJs	160	196	train
187137	yxax_FrwFZo	113	196	train
146038	jUrDX6CjJao	70	196	train
40140	AdBzr6T0WP8	74	196	train
78318	MwKpmI0u-js	95	196	train
116925	_R8f1lYktl0	30	196	train
172431	t5c9wZIVTS8	4	196	train
70454	KHMrIxiSaNU	90	196	train
130386	e4aBvrV3gcU	113	196	train
187210	yzFKkpbSAFU	0	196	train
41138	AwDcttKWsLc	39	196	train
22561	5CzashSauJc	233	196	train
22267	57odehjGTBw	32	196	train
171949	srFDz-fzezc	120	196	train
2715	-gng9I8Bu4Q	30	196	train
82876	OWbPRur2jag	53	196	train
27100	6_Fot9vtgx8	70	196	train
13717	2ewT1ktBlOA	30	196	train
58973	GXtew8N5z8Y	20	196	train
126216	cb7HHYzE9Gs	440	196	train
134689	fZbL6wkmgUo	30	196	train
125498	cMPfmAUIbB0	150	196	train
103056	VfYxvBLWFbI	97	196	train
137402	gU9TWcH5AAU	618	196	train
42637	BOtOhr1SSIQ	11	196	train
63224	HwGmycZFB9c	30	196	train
179802	wNkA8q7dFsI	120	196	train
17100	3bHAtxw83Cc	11	196	train
101808	V9dpp40LxUo	66	196	train
96982	TSTxiqc_uvg	37	196	train
105799	Wcod-RgQJVQ	213	196	train
108977	XhCbuO2-eow	130	196	train
34992	92TQQBngk-U	37	196	train
12398	2KOsYfIs6IQ	70	196	train
72156	Kpe8LnyzHGQ	30	196	train
128657	dTVudV4Q0nk	80	196	train
186227	ydQudoLZ_90	0	196	train
122699	bMMPnGwnLMo	30	196	train
6586	0hF33RlhSl8	172	196	train
41893	B9vGBxUoKnY	146	196	train
156158	mz418O6-sls	119	196	train
174399	tu2pFtVVBM4	0	196	train
172917	tKshb9NYHYk	30	196	train
171082	sRMv18hlNlQ	78	196	train
35356	99R6mOMSCJ0	202	196	train
167985	rDGP9xyOLmQ	50	196	train
152438	lijLXH8X98c	133	196	train
80467	NgvFrN60ag0	40	196	train
42638	BOtOhr1SSIQ	166	196	train
180875	wl-Y2xMdFNc	74	196	train
155462	mjsWJpR0We8	226	196	train
11393	22Khqbv0zvM	111	196	train
137269	gRbqG2h5DiI	361	196	train
162561	pF3PAZCzMkE	88	196	train
27199	6am7EfWOy80	125	196	train
127594	d6Puwwvoupk	30	196	train
48247	D7rNz1eyHuY	73	196	train
107993	XMRFdehnoCo	30	196	train
172781	tGiHjZG_U-w	2	196	train
39587	ATjmitU9GLg	159	196	train
40451	AiMTmh6MrqQ	20	196	train
36533	9Y3ausHODlk	557	196	train
110167	Y5tFfvVPoFI	43	196	train
12801	2RkEX2ZYQkY	18	196	train
45609	CJUBsZws6F8	20	196	train
139698	hGdfJoIi5h8	151	196	train
98045	TpYOrRgxulU	30	196	train
156459	n4o-weNk-Es	7	196	train
