	filename	st_time	label	type	sudo_label
139111	h37J3YIoAMk	32	137	train	137
66342	Iw3US8sScU4	5	137	train	137
46636	Ccwxv053yJ8	14	137	train	137
185174	yG4le02fLBo	29	137	train	137
104077	W0uYiPHTn7A	264	137	train	164
180955	wmYbPbEXKHs	410	137	train	137
142557	iEYc-5B_EY4	61	137	train	26
88994	Qe0JHFE3lfg	29	137	train	137
109318	XoVYu8qNfs0	0	137	train	137
39247	AMZ7At59fz8	126	137	train	137
16177	3LutgUIBc_w	154	137	train	291
7625	1-UF6bN0ew4	272	137	train	115
151919	lXg7vYs8QmA	83	137	train	237
137497	gWHf2dvKavw	29	137	train	185
44169	Bs-zj5vOkcQ	90	137	train	137
116867	_PqQJ9OUqEs	28	137	train	137
180883	wl7g5yfYEK4	15	137	train	217
55120	FFHS7_Wmbyc	6	137	train	137
59126	GaNRX5QJSbg	14	137	train	137
173630	tbZIkGGE19U	110	137	train	137
159931	oJWPk1-Mq9Y	33	137	train	137
139770	hI68VQMIb8I	10	138	train	168
98769	U5aIvLAkXIY	140	138	train	138
151410	lMHXy7nfkvQ	20	138	train	138
127577	d6-NjD5FPJ8	50	138	train	138
163776	ph7dj2YXhP4	20	138	train	138
96851	TOmu9IUtiso	40	138	train	138
130982	eHmwJpZTfYQ	20	138	train	138
89612	Qrl05454IFg	10	138	train	33
66637	J0wl6t-en2o	0	138	train	189
65069	IVctunvuTjM	10	138	train	138
25813	69n8M40pzYo	10	138	train	138
136530	gBTRCsSRjco	180	138	train	138
15440	38j8HLWZAZY	20	138	train	265
14274	2qfUIqAgv-M	140	138	train	264
137653	gZl-G40BGX4	5	138	train	138
58588	GQ0UZNeK-Hs	200	138	train	138
85919	PaXrL0mrnTI	20	138	train	138
180753	wiAY6UVIsVM	30	138	train	210
158313	nj8A4o7q2Ro	0	138	train	225
84478	P5RYjVd8voA	520	138	train	138
182943	xUMYZb3xYVQ	0	138	train	138
109469	Xs8ICb8jLPg	20	138	train	138
19388	4GrDc_MDuv0	90	138	train	138
33847	8dWzFQGl75w	50	138	train	138
127074	cuTH-zUtq-Y	40	138	train	15
114840	Zgpcz4Fj_BI	30	138	train	138
123828	bkmYIbAbyGo	10	138	train	161
130357	e42q9aaSUko	0	138	train	138
144400	itcl4WATij8	2	138	train	138
89676	QtH-w3yVFWE	40	138	train	198
171400	s_Le6PwhssI	20	138	train	138
169407	rj1FsDTd1Eg	40	138	train	117
52914	EXG-IHgPa44	40	138	train	138
105611	W_3v5WivYTg	30	138	train	138
105482	WXAezvZnFk4	280	138	train	138
1376	-LeUWYpsQaA	73	138	train	89
82674	OS8CwIvq7oE	20	138	train	138
90869	RIuHB7VURyk	30	138	train	138
120409	aaz-kLU71HU	90	138	train	138
163672	pefa_UDkrBI	0	138	train	200
122963	bSUQC7sf01c	100	138	train	138
26467	6Mq4aNyttDU	10	138	train	138
157409	nPw0iXhegmw	70	138	train	138
97738	TiwvQ_09KSA	20	138	train	138
24166	5h6SXrBajvs	60	138	train	138
109034	Xii0gPxR_NI	58	138	train	138
57648	G50slWZJlHs	0	138	train	138
49033	DNRAtEjQQjY	40	138	train	138
120227	aYHE2GyWqy4	0	138	train	83
128750	dVQBHS69hWU	30	138	train	138
2730	-h4FkZkmg1Q	280	138	train	302
158793	ntkqUXaa4JA	20	138	train	138
50740	DrLWHXE4zqo	17	138	train	138
134595	fX0ko7evSQs	20	138	train	138
124147	bsa39rV2GC8	14	138	train	138
111718	Yc59wUZQ5-M	10	138	train	138
9308	1TOZgu_y0yA	0	138	train	138
76100	M9iPtAPX6kA	10	138	train	138
181141	wr1lbdKeaII	40	138	train	138
179806	wNr80AXGr3A	40	138	train	138
166739	qkQ0S62yMPo	70	138	train	138
189539	zpN6d2HXI9U	40	138	train	138
59866	GpN-p3Y0lCY	50	138	train	138
27005	6Yj4MU-4plI	30	138	train	138
96099	T7_y64KLSnE	20	138	train	138
119344	aFVzL5LDxsw	50	138	train	138
162066	p3VlGJq4r_Y	30	138	train	37
64378	IJ1E4bYBvXw	60	138	train	58
35468	9BiCSJ4QKBU	90	138	train	138
182315	xGQ4iX40QPE	10	138	train	138
186148	yboZRn8ihVI	60	138	train	138
13637	2dT9hA8A18k	78	138	train	138
121772	b3NfW7Vw_nE	500	138	train	138
177500	vIWbEdpCh3o	0	138	train	150
85164	PL2JCmHAgEg	90	138	train	138
169120	rcHEdHNZvls	270	138	train	196
71432	KaM2zSXHHuc	0	138	train	138
44331	BvgWxJLCFfQ	70	138	train	280
73994	LSNswOThevo	290	138	train	308
117901	_m4aRAMuLlc	50	138	train	57
166506	qeS9CLjqbZk	30	138	train	217
178156	veuxrSp1GVU	67	138	train	138
113721	ZJMu4x1EWOI	130	138	train	138
133187	f2fw80ipPyE	20	138	train	138
170635	sEZTctvtam0	90	138	train	138
106545	WsGnt8419JU	50	138	train	111
56318	FddTmK_6KjA	60	138	train	138
54440	F-zctD4eKCM	0	138	train	138
41927	BAcrjR8jgZ8	8	138	train	138
103373	VmS3YRG8lYk	0	138	train	138
79834	NS1h51X3bic	0	138	train	221
3881	0-c8jQZf5LY	0	138	train	138
161044	ohXUPqVxkTo	20	138	train	143
6826	0loTD5XebiQ	20	138	train	138
77319	M_ItZFTXuWw	10	138	train	138
37268	9la54XhNb_4	40	138	train	138
87453	Q5OIYPFmezE	180	138	train	138
43561	Bg7BQXPhmL4	39	138	train	160
181994	x8wpk-5N4CA	10	138	train	72
167202	qvToQOTRO_A	20	138	train	138
97414	Tb7Nu--dGJc	70	138	train	138
23489	5VyAY8naE-0	0	138	train	138
143933	ijo60CPex6U	20	138	train	138
29321	7D2OlsBVe40	0	138	train	138
99806	UT3Dv_FN4aQ	0	138	train	138
157565	nTjXKvuUhsY	110	138	train	271
94004	SOnS4V10cfk	0	138	train	138
41787	B85cvlvtVeM	0	138	train	17
95843	T1vfG-FW4s8	170	138	train	138
69979	K6A7GyPS0l0	60	138	train	138
161693	owHknCr5woI	140	138	train	138
92901	S-3c0G4mzP8	20	138	train	138
110082	Y3w1owDuXr8	10	138	train	301
113762	ZKSN8lkxIlw	30	138	train	140
147281	jvt6kEQqWjc	10	138	train	138
9316	1TThHJISLn0	350	138	train	138
17594	3kuOt4kZUn0	41	138	train	138
184223	xukNOgsS0m4	20	138	train	31
107055	X2J8sKN25yI	30	138	train	138
17661	3mIBWUMWrwA	50	138	train	287
61004	HC976wI4bA4	150	138	train	148
106587	WtBl8iilxmY	10	138	train	127
165194	qBlLCUaMleM	350	138	train	138
12879	2T-pBPhzsfo	0	139	train	139
80587	NjVxFtmw-nE	90	139	train	273
33651	8a3x2vNBhSI	64	139	train	139
20510	4b8jRhb_B64	179	139	train	139
139180	h4yhfP82p7w	81	139	train	295
83898	Osil8oVG7Q0	40	139	train	139
11632	26B0Qq6eBiw	179	139	train	139
45014	C7okR88h4BE	45	139	train	139
38463	A9BzfIxSlFg	17	139	train	296
32136	872fagLmFYo	83	139	train	139
132	-16xdxkRgXY	1	139	train	139
37030	9gVT-c7PFVY	8	139	train	139
123733	biwWyeZFJMA	316	139	train	139
35232	97RvBs8tmrA	1	139	train	260
53524	Ei3823q-RWQ	99	139	train	212
83899	Osil8oVG7Q0	117	139	train	261
11374	21ztrlPbYZw	2	139	train	139
38464	A9BzfIxSlFg	105	139	train	134
25494	64hJB1Q419I	16	139	train	306
164071	pnVtlHAzODA	9	139	train	7
52316	ELkDhRDmiXw	18	139	train	139
11401	22TIfbR5CKk	54	139	train	139
75420	LvbXYd6KUiM	70	139	train	139
83738	Op7h4IZv-BY	35	139	train	245
13540	2buf5yR_g_0	0	139	train	210
48511	DCXSxkexB04	0	139	train	139
164073	pnXCPLA_jB8	136	139	train	39
164074	pnXCPLA_jB8	183	139	train	139
4273	04oSAgej2vU	71	139	train	139
151779	lUdbxJXBuig	101	139	train	139
50219	DhXpK1d8Usg	182	139	train	139
154175	mHZDMQSI12g	264	139	train	139
38616	ABRK2JYPp6Y	200	139	train	139
4274	04oSAgej2vU	185	139	train	139
29056	78R_wow-s7k	4	139	train	139
32232	88mgmPl1sAI	2	139	train	139
11400	22TIfbR5CKk	10	139	train	123
16923	3ZJLPn8Yreo	110	139	train	220
11560	24vaNhk_R-M	11	139	train	139
2255	-_1nYnffOkM	13	139	train	170
11320	21LHZW1Bs_U	102	139	train	139
11	--DTR0_mIGI	11	139	train	139
149224	kamC7dr59F8	134	139	train	139
152696	lnouwu8AszI	95	139	train	139
118298	_u2PD4TbTmQ	102	139	train	16
29057	78R_wow-s7k	43	139	train	139
9607	1YdyCRvhn30	241	139	train	139
4062	021lMKpBdOo	8	139	train	139
41950	BAxZDHSseAg	1	139	train	139
55519	FNYFv72QFpg	63	139	train	139
27382	6dl73qm_Epk	30	139	train	139
20455	4aMRgzWp4H4	29	139	train	139
44452	ByFQjR-m0iU	103	139	train	51
15271	363HkBdRqCw	0	139	train	49
29039	78BGRQ6MhsY	205	139	train	139
102598	VTwbKryrhks	50	139	train	139
9606	1YdyCRvhn30	46	139	train	139
175081	u9KjwbSjPRM	135	139	train	139
12880	2T-pBPhzsfo	12	139	train	139
164895	q4cWIhTwc10	34	139	train	139
25694	67l3vym5sEA	507	139	train	139
180452	wbe9ZY5fOdo	127	139	train	109
180451	wbe9ZY5fOdo	13	139	train	139
102599	VTwbKryrhks	61	139	train	139
116440	_FYM-K4XniU	35	139	train	51
56224	FbXTnTBwYcI	320	139	train	139
71058	KTv2N8Zo_2k	86	139	train	139
32084	86HUZpY9JHU	9	139	train	139
20491	4anDnf4Nw48	51	139	train	139
46878	CguEYgNPpd4	28	139	train	139
152680	lnd5lHMYiXQ	194	139	train	139
105593	WZfffWpgM4w	4	139	train	139
41314	B--1G-BHbRE	107	139	train	139
3904	0-x58-buve0	52	139	train	139
51159	DzJq7P0ZU0w	159	139	train	178
5858	0XLeotorUUo	183	139	train	139
18942	48qLR-T26Qg	87	139	train	277
135726	fvLw021rVN0	309	139	train	251
18941	48qLR-T26Qg	9	139	train	139
35402	9A8c4fkNSbA	45	139	train	139
18798	46Z0N4oTDc0	65	139	train	139
43370	Bd0oLUOOhlw	166	139	train	139
71057	KTv2N8Zo_2k	20	139	train	139
32137	872fagLmFYo	315	139	train	139
77547	MdvcWT126mE	140	139	train	176
13467	2b0G46_yPp0	87	139	train	139
4063	021lMKpBdOo	45	139	train	302
133	-16xdxkRgXY	12	139	train	134
83737	Op7h4IZv-BY	24	139	train	139
36352	9UKEAxNYU8E	119	139	train	139
15272	363HkBdRqCw	13	139	train	292
105594	WZfffWpgM4w	39	139	train	139
25399	63LdjAAFq1U	169	139	train	288
25695	67l3vym5sEA	520	139	train	278
164896	q4cWIhTwc10	65	139	train	139
45071	C8hDyahOIic	128	139	train	273
43468	BeiA2k3NVd4	266	139	train	139
18799	46Z0N4oTDc0	85	139	train	139
43369	Bd0oLUOOhlw	123	139	train	291
35303	98_NKwLTEBo	206	139	train	139
44451	ByFQjR-m0iU	31	139	train	139
141619	hv0rAXB2638	22	139	train	43
35302	98_NKwLTEBo	107	139	train	139
116228	_AjRR6c--Ak	102	139	train	139
40225	AeUtReT3Lxc	143	139	train	291
36792	9cGt_cnHP1I	140	139	train	139
122286	bEogQGDwHrk	40	139	train	139
33652	8a3x2vNBhSI	440	139	train	139
164072	pnVtlHAzODA	19	139	train	139
2359	-agadk426xM	21	139	train	139
75419	LvbXYd6KUiM	43	139	train	139
46797	CfifGyLjn_0	0	139	train	139
50248	Dhr9WLV5oQk	41	139	train	139
152695	lnouwu8AszI	22	139	train	78
97247	TYYUzXPwsQo	167	139	train	22
56223	FbXTnTBwYcI	4	139	train	139
29043	78D25pNtSSo	119	139	train	139
52317	ELkDhRDmiXw	29	139	train	139
52869	EWGd_4kgFPY	10	139	train	139
2360	-agadk426xM	40	139	train	28
159987	oL1XhY0_p5s	163	139	train	139
29054	78QqeL_p20E	0	139	train	139
39660	AVKxJyXVmUo	265	139	train	139
110575	YEkhUxkKt6U	40	140	train	140
103207	ViNsehgPACI	9	140	train	140
87352	Q3JSe42opK0	0	140	train	268
136343	g725d_L71PI	30	140	train	140
38049	A177xILyQoM	270	140	train	140
90249	R59wZs-rAl4	0	140	train	140
155094	mbv2OWabmyg	280	140	train	140
1932	-VcqC_zuYGg	70	140	train	140
118449	_xKFo2pA-zc	10	140	train	140
173693	td6OguXo_fY	390	140	train	140
109871	Y-Yyw3OSp3s	10	140	train	140
159217	o2WDa04dvg0	10	140	train	140
6013	0ZO4uEtj6H4	2	140	train	140
189893	zwZp1MB1clU	70	140	train	140
92623	RtXJj3-Ki_s	30	140	train	268
116041	_6ppRdcGIZg	20	140	train	140
139232	h5u5mlCTeMY	110	140	train	96
107837	XJIAuqivbx8	24	140	train	302
14931	311G9W7hqjs	75	140	train	140
72546	Ky4xWbj7zX4	8	140	train	212
143677	idUBlAGxIuM	40	140	train	140
172730	tFDKPBjv5IQ	30	140	train	199
71858	KiP4jwiTazI	127	140	train	140
146006	jTzu-7J4kKE	330	140	train	140
106699	Wvx4WtwJ8GY	20	140	train	140
119023	a9b-A21adA4	10	140	train	253
32288	89z_iP2SmOI	10	140	train	140
117242	_YLW9zegyBk	84	140	train	140
130067	dxp_uF7PYw0	50	140	train	144
89149	Qi4I7m1JpQc	20	140	train	152
133144	f1mg-hCCrh0	120	140	train	140
143013	iPAHwYGuaE0	50	140	train	140
120568	ae3fFtV6kUo	40	140	train	140
22858	5J97ygjWdPw	20	140	train	139
39497	AS0vaZ5axtw	10	140	train	140
41943	BAqaPHXZKr0	20	140	train	147
189799	zumGoBNgo00	66	140	train	140
65700	IiZE96L6ZzY	28	140	train	140
75039	LnrBzvb8YD4	10	140	train	140
130214	e0CnPV4jS_A	4	140	train	297
70320	KE3jOzdPU4g	10	140	train	140
184535	y17lDDuKUi0	0	140	train	140
85418	PQtOdeTpMro	50	140	train	140
61516	HOTCl7R7UPA	20	140	train	140
124434	bzHb4XsAz2M	30	140	train	234
183895	xnk2GEbTWTc	10	140	train	140
139643	hFCcAk0z0X8	30	140	train	140
150976	lC92UburC8o	30	140	train	84
76380	MFfsk4l5DQ0	20	140	train	88
145143	j9dLVJgT79M	307	140	train	140
159371	o6C8O6q6aDE	64	140	train	140
181588	x02Wmrc1bic	23	140	train	214
145175	jAYkC5-3k5k	2	140	train	140
118468	_xedm9QabSg	17	140	train	140
50132	DgCEm90VXQg	87	140	train	140
83902	OsjaCH6ImFg	80	140	train	140
113526	ZF8QaXa66lc	16	140	train	163
6076	0_0l1A9ga7k	74	140	train	140
140492	hYCltSq458I	30	140	train	2
164427	pvrQ6ENI98Y	89	140	train	140
185117	yEr6UM6PDqw	120	140	train	140
165272	qDOiU0ggoHE	119	140	train	140
156589	n7o4X3-FkkA	60	140	train	140
154459	mOQ-mC2SE1s	16	140	train	13
83318	OgKmU0fuYMs	20	140	train	226
161724	owtRAG55DDk	7	140	train	140
186939	ytTT_HJeoOo	10	140	train	140
87353	Q3JSe42opK0	14	140	train	6
170835	sKHewcx-_mE	120	140	train	226
141793	hybsxlvQ6bI	30	140	train	140
36477	9WpFtVL_tqc	341	140	train	18
147625	k2W5dgDx6fU	10	140	train	9
57691	G5uM_9n3Ok8	240	140	train	140
149030	kXPHCgQglN4	15	140	train	72
170688	sFxK_-OVqLc	1	140	train	140
125424	cKwUXSguGJ4	160	140	train	287
14983	31u1Mcbcx4Y	3	140	train	140
28458	6zRcsCWoxsk	20	140	train	140
152900	lrc34Vwal5k	210	140	train	140
168161	rGcMjNk4Oe8	30	140	train	140
99127	UERyZTmDKkw	329	140	train	140
140866	hej-H5OKfqU	3	140	train	140
118981	a8dQzu2j3oY	20	140	train	140
189798	zumGoBNgo00	21	140	train	140
146151	jXaCEI15VD8	28	140	train	140
50343	Djavs2M4U7A	20	140	train	140
32258	89L3vV62UMo	30	140	train	140
139977	hNF3qXtjBlM	150	140	train	140
54970	FBrWOjBreTI	0	140	train	140
155647	mnZWrMBn-8U	70	140	train	140
51457	E4w7fBwl3-Y	30	140	train	140
166007	qTuRjwXGCj8	60	140	train	156
124694	c4IpEyAWtf0	358	140	train	140
188142	zJSD39uqXD0	856	140	train	140
96976	TSIdKPvACrk	30	140	train	306
189602	zqnJxG4b7F0	33	140	train	140
141000	hhkKdAxlr_E	109	140	train	140
101233	UyAs6ENFCFo	0	140	train	93
10410	1ksINuMyHV4	1	140	train	140
132969	eyWdrtb9hDc	32	140	train	40
159111	o-qzJIGVPs8	0	140	train	140
59360	Gf2xgs3ZrfE	0	140	train	140
86786	PsJ9cXgSegI	60	140	train	140
176761	uwBXB6qZmmA	30	140	train	140
28522	7-CHe0iMx8U	160	140	train	164
90659	REcofloqbIY	80	140	train	209
99804	UT2mPVFd7-w	12	140	train	140
59698	Glz9M145Xyc	40	140	train	140
65410	IcZ1gMwxrZA	160	140	train	230
58599	GQTxIBorSGo	0	140	train	200
41414	B0p2v2kAkwc	4	140	train	140
102075	VH3l6I98hNk	20	140	train	140
16455	3RA26K_F3mQ	30	140	train	140
183445	xdmBIXKF3BM	30	140	train	140
11572	255pX8XH3qk	30	140	train	138
95107	Smq6HpMPbVY	70	140	train	140
37993	A-l1eyV_OZc	0	140	train	140
170036	rz5xk3opSbo	31	140	train	140
89864	QxQ6Mo9KP6U	90	140	train	140
188163	zJxqIiKd3wM	310	140	train	140
63126	HuXByaGHxss	4	140	train	140
28155	6t6LUxl2ws8	10	140	train	140
158721	nrtrfIe5l2Q	40	140	train	217
56547	FiSh1YgW_uw	10	141	train	141
165070	q90LTPAxcco	43	141	train	141
88553	QVI-VCUP_0g	20	141	train	218
145150	j9lPncrBV1I	182	141	train	222
111577	Y_MYjjadW-I	50	141	train	138
71683	Kf0rLbMfnak	22	141	train	141
167469	r0cS-SvQZSo	20	141	train	141
158392	nl38nN9ldM4	2	141	train	141
10306	1jFKoGJkex4	6	141	train	141
18383	3zXjpmOKOOI	60	141	train	240
121703	b1h0Y01QMTo	7	141	train	292
78693	N3F1dH9iOtY	6	141	train	141
46283	CWdxuVEGE-I	47	141	train	141
24890	5uZVozV0YHA	1	141	train	141
140131	hQeLElqMflo	16	141	train	141
135433	forJeXwrTzM	10	141	train	219
24201	5hfzXQYw-H4	39	141	train	141
156449	n4VAzkK_Wmc	305	141	train	141
164389	puuq_7DYCqI	0	141	train	141
23275	5S4NruztXO8	105	141	train	141
54688	F5Ims8t4NpA	0	141	train	141
83919	OtDoVkLZkjw	12	141	train	141
111971	YhawXMUSPdc	177	141	train	78
22600	5DmvKVVVX1o	21	141	train	87
97049	TUOM4mIF8Dc	58	141	train	42
133669	fDOltW7Ycys	12	141	train	141
57499	G1urQc7zoqw	93	141	train	19
166572	qgWpzSdEVBE	145	141	train	141
10013	1eiWzB1P2K0	169	141	train	141
130605	e9nUWqJCAE8	388	141	train	141
80206	Na6jlxn_Exk	141	141	train	141
56103	FZuEeAixD-Y	28	141	train	141
11141	1zFBgUcvJTo	21	141	train	141
148629	kOoh9FfNHkk	226	141	train	98
5223	0MDV0flqebY	350	141	train	209
119046	aA1NnXszxM0	8	141	train	141
69013	JnVdNi0iP9I	58	141	train	154
142560	iEeBmX6urc4	0	141	train	141
55423	FLyJYCs1xVk	1	141	train	141
133569	fAtx4_6WuEQ	51	141	train	141
184738	y5rze0RmyC0	89	141	train	141
80565	Nj9WCkCM2J4	0	141	train	141
50468	DmM4IkgrNYQ	35	141	train	141
117474	_cvucKdFb5I	92	141	train	141
45404	CFL-R7lxkDE	163	141	train	62
133221	f3LDZSWCkJw	24	141	train	301
143596	ibVJNcncWlU	33	141	train	141
139795	hIrlMwsg_c4	59	141	train	141
70938	KRnZMT-cK_s	60	141	train	286
62262	Hcl_te_R7us	1	141	train	141
28300	6wE5HnpBRGk	6	141	train	141
39534	AScxkCZsgzc	64	141	train	141
97514	TdYeefOxd2A	116	141	train	141
136825	gI8zAzwkg1M	209	141	train	294
136296	g6CVyQuirgg	1	141	train	141
108512	XY8bhNObY0k	69	141	train	141
72962	L6JFscysm1U	24	141	train	141
165359	qFQcIG6vtm4	46	141	train	141
105046	WNBHSydTVnQ	35	141	train	52
106717	WwdoMhtLzXs	175	141	train	141
96138	T8LFcdDRePI	95	141	train	141
167504	r1IZL2av_X4	99	141	train	141
1832	-Tp-AspPvmg	538	141	train	141
102073	VGyv8KGEUlk	20	141	train	141
143830	ihNcChnW2eQ	23	141	train	141
91725	R_eWC3ko9-g	182	141	train	141
168806	rV7ibsXMziM	85	141	train	141
82082	OEsfbBHdqAc	277	141	train	302
91658	RZCpQPfAn10	145	141	train	141
97196	TXXSe_aa450	268	141	train	105
47165	CmIG8GsbVi4	45	141	train	141
116501	_GzpeF8T0wo	32	141	train	152
78091	MqtVKt4RFRU	77	141	train	141
189849	zvxzOIOavOI	0	141	train	242
101748	V8QroFdOthg	78	141	train	141
84607	P8GBl3kdCCc	80	141	train	12
145149	j9lPncrBV1I	75	141	train	141
36392	9UvWyax1fEU	0	141	train	66
165983	qT8Lkdu5i1c	179	141	train	141
15510	3A3P96gpp3o	43	141	train	141
162979	pOgANtvlztg	527	141	train	141
103884	VxhOaUGhous	151	141	train	141
129905	dtsA3L3p49w	230	141	train	53
80651	Nkz9_eGsHKY	57	141	train	200
38757	AE9ok9mxXxo	133	141	train	141
117948	_muV5ylO41o	55	141	train	141
813	-C2DoBsyn5U	138	141	train	214
133222	f3LDZSWCkJw	56	141	train	141
117560	_ed1AXUv-kw	30	141	train	141
171961	srcd4eYftTM	219	141	train	141
132976	eyhTBIL5wXo	8	141	train	141
87489	Q6U4ADyN1zM	258	141	train	141
121770	b3N1Kpc9pXo	19	141	train	141
56548	FiSh1YgW_uw	24	141	train	141
88689	QY2mJ72GQ-4	68	141	train	141
28191	6u5fvfbyoS4	4	141	train	270
127119	cvWG4lw5rDc	4	141	train	141
91743	R_yW6SKe_-M	80	141	train	181
165036	q87FoMLtB20	62	141	train	141
631	-9QARM2dQ-I	14	141	train	141
78991	N9azdJY_DW0	153	141	train	141
16660	3Uv6FXoyMd0	15	141	train	141
134021	fKTjtodXxaA	6	141	train	141
113108	Z64f_vqmYZc	1	141	train	231
165071	q90LTPAxcco	53	141	train	141
66081	Iq8Tp8f8alc	2	141	train	141
128015	dFYzXHi8apw	25	141	train	141
109454	XrkpnMF1sMQ	119	141	train	133
181646	x12138JUXAU	175	141	train	141
105558	WYoVh8gspuA	1	141	train	141
33973	8gZZB23J2s0	18	141	train	238
103840	VwqcV76E6Nk	0	141	train	141
74071	LTb4K4yDjeo	146	141	train	141
126842	cozZxgV9-jg	21	141	train	298
3526	-utWyfE0OvI	2	141	train	141
28301	6wE5HnpBRGk	16	141	train	141
17504	3j0NfscrL5k	28	141	train	262
122040	b9CbtN40qQc	37	141	train	141
78753	N4PGd8YMEgA	233	141	train	141
67285	JEzmd6mbCbI	0	141	train	141
176693	utcoxhDFqQw	117	141	train	38
26595	6PLRzWp2onA	76	141	train	141
148547	kNOXIaeaqV0	154	141	train	154
64223	IFCIUF1PG-M	107	142	train	217
20104	4V-iwq7kyyw	112	142	train	142
110542	YDxHjRzffeg	275	142	train	142
27389	6dqQOkPV0dM	54	142	train	142
133468	f8awPfGkX_8	0	142	train	142
74483	LbfhIQYI_ds	4	142	train	88
9906	1cQHf-TeETQ	0	142	train	142
142309	i934p-8KbCk	0	142	train	244
1033	-GDlM4qr0ec	92	142	train	142
151227	lIQsY2b3LxQ	0	142	train	276
20597	4cte5A1reCM	20	142	train	142
149451	kfqg2JTE5dk	20	142	train	142
116260	_BU-WOkHoJo	10	142	train	142
52421	ENQuAXyve5Y	325	142	train	207
51222	E-ZT1nTWr6c	10	142	train	142
133972	fJP-9ve7KOE	0	142	train	227
111307	YUjnQwNkyZM	216	142	train	13
119233	aDcnca7GO-M	64	142	train	142
90990	RLBROHO86No	121	142	train	142
161402	oplb3bIrvFs	32	142	train	142
135640	ftXE1418vTo	12	142	train	226
163454	pZxiw4v4tkg	102	142	train	142
29616	7J5dAuZ3TOs	11	142	train	142
85942	Pb0ZLgHLHFc	10	142	train	215
2768	-hd9jp0IPtE	10	142	train	142
91222	RPpc2rDyRao	30	142	train	142
133028	f-B5CiMo3bM	80	142	train	142
85098	PJR7rtjJdGg	0	142	train	142
48658	DFoiqD4j4GA	30	142	train	142
68928	Jlr108zJjUg	40	142	train	142
181193	ws2fCRdFsQA	30	142	train	142
125632	cPF1ESlbAog	52	142	train	164
42526	BMNNr_rTX_Y	160	142	train	142
164460	pwcgpOcRW8o	410	142	train	204
84535	P6iMPKmFv9A	65	142	train	22
25081	5ySvBvJDZYI	46	142	train	142
171343	sZ0Ov7LYPYU	54	142	train	142
54831	F8Qe9b2epGI	210	142	train	179
62250	HcZ-jbkIhDY	19	142	train	142
135727	fvMI4eT3PYU	20	142	train	142
122959	bSOIVvuxxEY	30	142	train	142
60390	H-o53Euiy6I	129	142	train	142
174086	tmxZEDTqjcE	18	142	train	142
55417	FLnxZKHc0oM	71	142	train	142
89491	QpZYh726SCQ	3	142	train	52
141474	hruFBdpyktU	8	142	train	152
26937	6XKQUOuDoS0	189	142	train	142
150737	l6uZDuUsdpc	10	142	train	142
103077	Vg5tpo_lltM	35	142	train	142
90429	R9FfnBdrQTA	50	142	train	160
136487	gAaa_4Pp_Z0	23	142	train	142
4963	0HA3672AW7s	27	142	train	142
142595	iFHFzoerIsU	0	142	train	142
133740	fEszpvy4yFw	239	142	train	156
99377	UJiXTcYCeYE	60	142	train	73
135076	fhEfJfc7muc	44	142	train	142
112686	YxkyUo1YFP0	60	142	train	23
111467	YXwSqqrVuxQ	59	142	train	142
41179	AwuO0asJiB0	45	142	train	142
117454	_cM07D-JDCU	2	142	train	142
166942	qp1Eh9J5kQc	42	142	train	29
34926	9121-QLKjyc	41	142	train	53
47017	CjYnF-uyrPY	63	142	train	265
175489	uJDs89LfKqU	6	142	train	142
129304	dgEK7zHiuuM	26	142	train	142
157416	nQ53Jr_07KI	24	142	train	142
159311	o4XAl3kZS-U	20	142	train	142
114543	Zaj-bfz8Zok	60	142	train	308
29225	7BMmQMgoaCM	211	142	train	142
180568	weZmSJ2TiDQ	13	142	train	146
105525	WY8lzKASiY0	60	142	train	142
107898	XKb6biVxhyo	13	142	train	142
128303	dLkJ1JtfLHA	68	142	train	142
172130	sxZdMwlt9bk	110	142	train	142
147206	juITf8zJ8lw	85	142	train	142
188601	zUmNlLHYr5M	66	142	train	142
47340	CpvhvcYqm34	90	142	train	263
159739	oECDUTLDb5k	16	142	train	142
165925	qRZsZF9fhhs	30	142	train	142
15288	36F69qWHcqI	58	142	train	142
169977	rxsEpmtvLw4	10	142	train	142
152195	lctB5Ki4vkY	8	142	train	142
5712	0Ukop25AhEc	0	142	train	92
50469	DmMhIGV_OUY	10	142	train	142
167337	qycfbKyO8H0	79	142	train	142
85481	PSY6LnmoByI	126	142	train	142
21932	526-vt3MvE8	30	142	train	142
148290	kHYFpxj4mFM	300	142	train	233
78492	MzxXp0fvMXg	52	142	train	132
185401	yLZSae5hXlc	22	142	train	142
90092	R1mmTNKkgJk	102	142	train	142
17746	3o-PCZEuJIc	0	142	train	142
172366	t473ae7gcRQ	60	142	train	142
126788	cnec4yLIE0A	60	142	train	142
21063	4llA1fFN26U	12	142	train	142
187582	z77c9Jc2g50	298	142	train	142
183037	xWO4SDRjClE	52	142	train	142
156104	my3lBD6pVr0	50	142	train	142
162465	pCg5ZQiPa_Y	47	142	train	4
154257	mJniZrbkFIU	0	142	train	142
146293	ja3w3LagDmU	7	142	train	142
101516	V2sO1IUZESQ	17	142	train	142
61180	HFuDwdCmmAw	429	142	train	142
72943	L5fKNm17SHk	3	142	train	142
152225	ldorKW2lynI	290	142	train	142
48618	DEqPVor5JJY	110	142	train	142
122920	bRNbeZ4nezg	50	142	train	142
